datetime,t_amb,t_ref,t_sup_prim,t_ret_prim,t_sup_sec,t_ret_sec,delta_e
2021-11-06 23:00:00,9.7,43.3,67.2,36.7,35.2,33.0,0.0
2021-11-07 00:00:00,9.7,43.3,62.9,34.2,32.5,29.5,0.0
2021-11-07 01:00:00,10.0,43.1,58.8,32.1,27.5,26.7,0.0
2021-11-07 02:00:00,8.8,44.0,55.0,30.6,27.3,26.0,0.0
2021-11-07 03:00:00,8.9,43.9,51.6,29.4,25.8,25.4,0.0
2021-11-07 04:00:00,9.0,43.8,48.5,28.3,25.3,24.8,0.0
2021-11-07 05:00:00,8.3,44.4,45.8,27.4,24.8,24.3,0.0
2021-11-07 06:00:00,9.0,43.8,58.1,27.9,34.3,25.6,33.0
2021-11-07 07:00:00,8.5,44.2,76.7,39.3,44.5,40.2,193.0
2021-11-07 08:00:00,9.0,43.8,73.3,38.9,43.5,39.8,122.0
2021-11-07 09:00:00,9.9,43.1,70.3,38.4,42.9,39.3,115.0
2021-11-07 10:00:00,10.9,42.4,64.7,37.2,32.8,33.4,45.0
2021-11-07 11:00:00,11.4,42.0,61.1,35.1,32.3,31.5,0.0
2021-11-07 12:00:00,12.2,41.4,58.4,33.1,28.7,27.3,0.0
2021-11-07 13:00:00,12.6,41.0,55.1,31.4,26.9,26.4,0.0
2021-11-07 14:00:00,12.9,40.8,51.9,30.1,26.5,26.1,0.0
2021-11-07 15:00:00,13.1,40.7,48.9,29.1,26.1,25.7,0.0
2021-11-07 16:00:00,12.7,41.0,46.4,28.1,25.8,25.3,0.0
2021-11-07 17:00:00,12.5,41.2,69.1,33.5,40.9,34.3,101.0
2021-11-07 18:00:00,11.8,41.6,72.3,37.7,42.4,38.7,132.0
2021-11-07 19:00:00,10.8,42.4,69.8,37.2,41.6,38.3,104.0
2021-11-07 20:00:00,10.7,42.5,70.6,37.8,42.4,38.9,111.0
2021-11-07 21:00:00,11.3,42.1,71.8,38.3,42.6,39.4,113.0
2021-11-07 22:00:00,11.1,42.2,70.3,37.5,41.8,38.5,101.0
2021-11-07 23:00:00,10.2,42.9,64.6,35.8,32.9,32.4,0.0
2021-11-08 00:00:00,9.9,43.1,59.9,34.0,32.2,30.0,0.0
2021-11-08 01:00:00,10.2,42.9,56.1,32.5,27.7,26.8,0.0
2021-11-08 02:00:00,10.7,42.5,52.7,30.9,26.7,26.2,0.0
2021-11-08 03:00:00,10.2,42.9,49.6,29.7,26.3,25.9,0.0
2021-11-08 04:00:00,10.2,42.9,46.9,28.7,25.7,25.4,0.0
2021-11-08 05:00:00,10.5,44.5,62.1,29.9,37.5,24.7,0.0
2021-11-08 06:00:00,10.3,44.6,75.2,39.7,45.3,40.5,191.0
2021-11-08 07:00:00,10.3,44.6,75.0,40.2,45.2,41.0,135.0
2021-11-08 08:00:00,9.3,45.0,73.4,40.0,44.9,40.8,129.0
2021-11-08 09:00:00,8.6,45.4,74.0,40.0,45.1,40.7,127.0
2021-11-08 10:00:00,8.7,45.3,72.9,40.3,45.1,41.0,132.0
2021-11-08 11:00:00,8.2,45.5,74.2,40.4,45.4,41.0,130.0
2021-11-08 12:00:00,8.8,45.3,74.1,40.6,45.6,41.3,133.0
2021-11-08 13:00:00,9.1,45.1,75.0,40.7,45.5,41.5,132.0
2021-11-08 14:00:00,9.3,45.0,74.0,39.9,44.8,40.6,122.0
2021-11-08 15:00:00,9.2,45.1,77.8,40.4,45.7,41.3,131.0
2021-11-08 16:00:00,8.3,45.5,75.3,40.6,45.7,41.4,131.0
2021-11-08 17:00:00,8.6,45.4,75.0,40.8,45.7,41.6,131.0
2021-11-08 18:00:00,8.6,45.4,76.4,40.8,45.7,41.6,132.0
2021-11-08 19:00:00,8.5,45.4,75.8,40.7,45.5,41.5,128.0
2021-11-08 20:00:00,8.0,45.6,77.0,40.5,45.6,41.3,128.0
2021-11-08 21:00:00,8.4,45.4,74.7,40.1,44.9,40.9,125.0
2021-11-08 22:00:00,8.2,45.5,70.9,39.0,33.5,33.9,37.0
2021-11-08 23:00:00,8.1,45.6,65.5,36.8,32.6,32.1,0.0
2021-11-09 00:00:00,8.4,45.4,60.6,34.9,28.8,28.0,0.0
2021-11-09 01:00:00,8.4,45.4,56.8,33.4,27.6,27.2,0.0
2021-11-09 02:00:00,8.8,45.3,53.2,31.9,27.0,26.5,0.0
2021-11-09 03:00:00,8.6,45.3,50.0,30.5,26.4,26.0,0.0
2021-11-09 04:00:00,7.7,45.8,47.1,29.4,26.1,25.5,0.0
2021-11-09 05:00:00,8.8,45.3,44.8,28.5,25.6,25.1,0.0
2021-11-09 06:00:00,7.8,45.7,54.6,27.6,32.4,28.7,45.0
2021-11-09 07:00:00,8.3,45.5,68.8,40.6,45.1,41.4,197.0
2021-11-09 08:00:00,7.2,46.0,78.2,40.7,46.1,41.5,141.0
2021-11-09 09:00:00,7.3,45.9,77.9,40.8,46.1,41.7,140.0
2021-11-09 10:00:00,7.6,45.8,77.8,41.0,46.1,41.8,138.0
2021-11-09 11:00:00,8.2,45.5,78.9,40.8,46.1,41.7,140.0
2021-11-09 12:00:00,7.2,46.0,77.9,40.4,45.3,41.2,130.0
2021-11-09 13:00:00,7.8,45.7,78.8,40.7,46.0,41.5,134.0
2021-11-09 14:00:00,7.3,44.7,78.5,39.4,44.6,40.4,118.0
2021-11-09 15:00:00,8.1,44.2,77.7,39.7,44.6,40.6,127.0
2021-11-09 16:00:00,7.4,44.6,77.5,39.5,44.2,40.4,122.0
2021-11-09 17:00:00,7.9,44.3,77.1,39.4,44.1,40.4,121.0
2021-11-09 18:00:00,7.9,44.3,77.6,39.5,44.3,40.4,121.0
2021-11-09 19:00:00,8.3,44.2,76.9,39.1,43.5,40.1,118.0
2021-11-09 20:00:00,8.2,44.2,76.2,39.1,43.9,40.1,119.0
2021-11-09 21:00:00,8.3,44.1,75.6,39.2,43.9,40.1,119.0
2021-11-09 22:00:00,8.3,44.1,75.5,39.0,38.9,39.5,106.0
2021-11-09 23:00:00,8.2,44.2,66.6,37.3,33.2,33.1,0.0
2021-11-10 00:00:00,6.0,45.4,62.1,35.1,30.9,29.6,0.0
2021-11-10 01:00:00,5.0,46.0,58.9,33.3,27.5,26.6,0.0
2021-11-10 02:00:00,5.6,45.6,55.1,31.6,26.3,25.8,0.0
2021-11-10 03:00:00,4.1,46.3,51.7,30.0,26.1,25.3,0.0
2021-11-10 04:00:00,3.8,46.4,48.9,28.7,25.5,24.9,0.0
2021-11-10 05:00:00,4.7,46.1,46.2,27.6,25.0,24.4,0.0
2021-11-10 06:00:00,4.2,46.3,33.4,26.4,28.6,27.1,0.0
2021-11-10 07:00:00,3.1,46.7,83.8,41.2,47.1,41.9,222.0
2021-11-10 08:00:00,4.4,46.2,82.8,41.2,46.6,41.8,154.0
2021-11-10 09:00:00,4.8,46.1,80.6,41.0,46.3,41.7,144.0
2021-11-10 10:00:00,6.0,45.4,79.6,40.5,45.9,41.2,137.0
2021-11-10 11:00:00,5.7,45.6,78.6,40.3,45.6,41.1,137.0
2021-11-10 12:00:00,7.3,44.7,78.1,40.2,45.1,40.9,130.0
2021-11-10 13:00:00,8.0,44.3,74.8,39.3,43.9,40.1,120.0
2021-11-10 14:00:00,9.3,43.6,74.0,39.0,43.5,39.8,115.0
2021-11-10 15:00:00,9.2,43.6,73.0,38.5,43.1,39.3,111.0
2021-11-10 16:00:00,9.6,43.4,73.8,38.6,43.5,39.5,114.0
2021-11-10 17:00:00,9.0,43.7,74.4,39.1,43.9,39.9,121.0
2021-11-10 18:00:00,8.8,43.8,75.5,39.4,44.3,40.2,122.0
2021-11-10 19:00:00,8.5,44.0,76.2,39.4,44.2,40.3,122.0
2021-11-10 20:00:00,8.2,44.2,74.7,39.2,43.8,40.0,116.0
2021-11-10 21:00:00,8.2,44.2,75.7,39.1,44.0,39.9,116.0
2021-11-10 22:00:00,8.1,44.2,75.1,39.2,39.8,40.1,117.0
2021-11-10 23:00:00,7.7,44.5,70.1,37.4,33.8,33.2,0.0
2021-11-11 00:00:00,7.2,44.7,64.4,35.4,31.6,29.9,0.0
2021-11-11 01:00:00,6.9,44.9,60.1,33.5,28.0,27.1,0.0
2021-11-11 02:00:00,6.3,45.2,56.1,31.8,27.7,26.2,0.0
2021-11-11 03:00:00,6.3,45.2,52.6,30.4,26.3,25.8,0.0
2021-11-11 04:00:00,5.9,45.5,49.5,29.2,25.7,25.0,0.0
2021-11-11 05:00:00,5.6,45.6,46.8,28.1,25.2,24.2,0.0
2021-11-11 06:00:00,5.3,45.8,84.8,36.6,45.8,36.9,141.0
2021-11-11 07:00:00,5.3,45.8,80.4,40.4,46.1,41.2,100.0
2021-11-11 08:00:00,6.0,45.3,79.3,40.5,46.0,41.1,213.0
2021-11-11 09:00:00,6.8,45.0,76.5,40.4,45.6,41.0,136.0
2021-11-11 10:00:00,7.6,44.5,76.1,39.8,44.9,40.5,129.0
2021-11-11 11:00:00,8.8,43.8,73.5,39.3,44.1,40.1,122.0
2021-11-11 12:00:00,9.4,43.5,71.3,38.7,43.3,39.5,114.0
2021-11-11 13:00:00,10.5,42.9,67.6,38.3,42.6,39.2,109.0
2021-11-11 14:00:00,11.1,45.9,58.5,36.9,34.6,32.7,0.0
2021-11-11 15:00:00,10.4,46.1,54.3,34.4,31.3,30.0,0.0
2021-11-11 16:00:00,9.5,46.4,51.3,32.6,27.5,26.7,0.0
2021-11-11 17:00:00,9.7,46.4,49.0,36.4,39.9,37.3,126.0
2021-11-11 18:00:00,9.5,46.5,77.4,41.5,47.0,42.0,164.0
2021-11-11 19:00:00,9.2,46.6,77.2,41.4,46.7,41.9,146.0
2021-11-11 20:00:00,8.9,46.7,76.8,41.1,46.1,41.8,139.0
2021-11-11 21:00:00,8.8,46.7,77.7,41.1,46.4,41.7,138.0
2021-11-11 22:00:00,8.4,46.8,79.2,41.3,46.7,42.1,141.0
2021-11-11 23:00:00,6.8,47.4,72.1,39.5,34.6,34.1,0.0
2021-11-12 00:00:00,6.1,47.6,67.2,37.0,32.2,30.0,0.0
2021-11-12 01:00:00,5.8,47.7,63.7,34.5,31.2,27.1,0.0
2021-11-12 02:00:00,5.1,47.9,59.0,32.3,28.1,26.9,0.0
2021-11-12 03:00:00,4.7,48.0,56.2,30.1,29.0,26.4,0.0
2021-11-12 04:00:00,4.4,48.1,57.3,26.7,31.4,24.8,0.0
2021-11-12 05:00:00,3.9,48.2,58.3,22.9,41.9,24.3,0.0
2021-11-12 06:00:00,3.6,48.2,85.1,35.9,43.8,36.2,136.0
2021-11-12 07:00:00,3.8,48.2,75.0,42.5,47.9,43.0,196.0
2021-11-12 08:00:00,4.1,48.1,84.9,42.5,48.5,43.1,166.0
2021-11-12 09:00:00,5.6,47.8,81.0,42.0,47.5,42.6,154.0
2021-11-12 10:00:00,7.2,47.2,78.9,41.4,46.9,42.0,145.0
2021-11-12 11:00:00,8.2,46.9,77.0,41.3,46.5,41.8,144.0
2021-11-12 12:00:00,9.2,46.6,74.1,41.0,46.3,41.5,138.0
2021-11-12 13:00:00,10.0,46.3,71.5,40.8,38.8,39.2,108.0
2021-11-12 14:00:00,10.5,46.1,66.8,38.7,33.5,33.8,0.0
2021-11-12 15:00:00,10.7,46.1,59.8,34.1,33.3,33.5,65.0
2021-11-12 16:00:00,10.5,44.3,73.9,38.1,44.9,38.3,115.0
2021-11-12 17:00:00,9.5,44.9,74.7,40.4,45.4,41.0,147.0
2021-11-12 18:00:00,7.8,46.0,77.2,40.8,46.1,41.4,138.0
2021-11-12 19:00:00,7.6,46.3,76.9,41.0,46.4,41.8,140.0
2021-11-12 20:00:00,6.5,47.0,79.4,41.4,46.9,42.1,143.0
2021-11-12 21:00:00,5.1,47.9,78.5,42.0,47.5,42.7,148.0
2021-11-12 22:00:00,3.8,48.2,79.0,42.1,42.0,42.4,137.0
2021-11-12 23:00:00,3.2,48.3,71.2,39.7,35.1,34.2,0.0
2021-11-13 00:00:00,3.5,48.3,66.6,36.9,29.7,28.6,0.0
2021-11-13 01:00:00,3.8,48.2,62.2,34.2,27.6,26.9,0.0
2021-11-13 02:00:00,2.1,48.5,58.0,32.3,26.5,26.1,0.0
2021-11-13 03:00:00,0.8,48.8,54.1,30.6,25.9,25.6,0.0
2021-11-13 04:00:00,0.9,48.8,50.7,29.2,25.0,24.1,0.0
2021-11-13 05:00:00,0.2,48.9,47.7,27.9,23.6,22.9,0.0
2021-11-13 06:00:00,0.6,48.8,69.0,25.8,33.2,27.1,47.0
2021-11-13 07:00:00,1.8,47.2,81.9,41.4,49.1,41.4,216.0
2021-11-13 08:00:00,2.3,47.0,85.4,41.7,47.5,42.3,163.0
2021-11-13 09:00:00,3.8,46.4,83.2,40.8,46.1,41.5,143.0
2021-11-13 10:00:00,5.5,45.7,79.5,40.0,45.0,40.8,134.0
2021-11-13 11:00:00,6.8,45.1,77.6,39.8,44.9,40.6,132.0
2021-11-13 12:00:00,8.2,44.5,73.6,39.2,39.6,39.7,116.0
2021-11-13 13:00:00,9.5,44.0,68.8,37.4,33.3,32.9,0.0
2021-11-13 14:00:00,9.9,43.8,63.6,35.4,30.7,28.9,0.0
2021-11-13 15:00:00,9.6,43.9,59.5,33.6,27.4,26.4,0.0
2021-11-13 16:00:00,9.3,44.0,55.7,32.0,26.3,25.7,0.0
2021-11-13 17:00:00,7.7,44.8,79.0,38.2,45.9,38.6,165.0
2021-11-13 18:00:00,6.2,45.4,78.1,40.6,46.2,41.3,159.0
2021-11-13 19:00:00,6.4,45.3,76.9,40.4,45.5,41.1,137.0
2021-11-13 20:00:00,5.5,45.7,78.3,40.4,45.9,41.1,138.0
2021-11-13 21:00:00,5.0,46.0,78.8,40.8,46.1,41.5,143.0
2021-11-13 22:00:00,4.6,46.1,79.1,40.9,41.8,41.5,140.0
2021-11-13 23:00:00,3.9,46.4,72.9,38.7,35.2,33.6,0.0
2021-11-14 00:00:00,4.9,46.0,67.3,36.2,30.7,29.8,0.0
2021-11-14 01:00:00,3.4,46.6,61.8,33.9,27.6,27.0,0.0
2021-11-14 02:00:00,2.8,46.8,57.3,32.1,26.3,25.8,0.0
2021-11-14 03:00:00,2.7,46.9,53.3,30.5,25.3,24.9,0.0
2021-11-14 04:00:00,2.6,47.0,49.8,29.2,24.6,24.2,0.0
2021-11-14 05:00:00,2.4,47.0,46.7,28.0,23.9,23.6,0.0
2021-11-14 06:00:00,2.3,47.1,68.3,24.5,36.9,25.4,0.0
2021-11-14 07:00:00,1.7,47.3,85.3,41.5,47.5,42.2,234.0
2021-11-14 08:00:00,2.0,47.2,81.4,41.3,46.8,41.7,158.0
2021-11-14 09:00:00,3.7,46.5,79.9,41.2,46.7,41.9,149.0
2021-11-14 10:00:00,6.1,45.5,76.6,40.7,45.8,41.3,143.0
2021-11-14 11:00:00,7.3,44.9,73.4,39.8,44.7,40.5,130.0
2021-11-14 12:00:00,8.0,44.6,72.5,39.2,44.1,39.9,124.0
2021-11-14 13:00:00,9.2,44.1,70.1,39.0,43.6,39.8,122.0
2021-11-14 14:00:00,9.5,44.0,60.5,37.3,33.3,32.8,0.0
2021-11-14 15:00:00,9.4,44.0,57.1,35.2,30.5,29.7,0.0
2021-11-14 16:00:00,8.8,44.3,53.9,33.4,27.3,26.4,0.0
2021-11-14 17:00:00,8.6,44.4,78.0,34.0,42.8,34.5,98.0
2021-11-14 18:00:00,8.2,44.5,76.0,39.7,45.0,40.4,170.0
2021-11-14 19:00:00,7.3,46.4,77.9,41.2,47.0,41.7,147.0
2021-11-14 20:00:00,7.0,46.6,77.5,41.2,46.5,41.8,144.0
2021-11-14 21:00:00,6.8,46.8,80.3,41.2,47.4,41.8,143.0
2021-11-14 22:00:00,5.5,47.6,79.8,41.9,42.2,42.6,149.0
2021-11-14 23:00:00,5.7,47.5,70.6,38.5,35.1,34.1,0.0
2021-11-15 00:00:00,5.4,47.8,65.0,35.5,30.3,29.2,0.0
2021-11-15 01:00:00,4.4,48.1,60.1,33.4,27.4,27.0,0.0
2021-11-15 02:00:00,4.4,48.1,55.8,31.6,26.4,26.0,0.0
2021-11-15 03:00:00,3.8,48.2,52.1,30.2,25.7,25.5,0.0
2021-11-15 04:00:00,3.1,48.4,48.9,28.9,25.1,24.6,0.0
2021-11-15 05:00:00,3.0,48.4,25.6,38.4,26.4,24.7,0.0
2021-11-15 06:00:00,3.0,48.4,84.8,34.8,45.1,34.5,90.0
2021-11-15 07:00:00,4.9,48.0,84.7,42.3,48.4,42.9,212.0
2021-11-15 08:00:00,5.3,46.9,79.9,40.9,45.9,41.5,145.0
